ID;Gender;Ever_Married;Age;Graduated;Profession;Work_Experience;Spending_Score;Family_Size
467671;Female;Yes;52;Yes;Artist;90;Low;40
460374;Female;No;46;Yes;Artist;60;Low;20
463077;Male;No;28;No;Doctor;40;Low;30
462719;Female;Yes;55;Yes;Artist;0;High;50
459729;Female;No;41;Yes;Healthcare;10;Low;10
459084;Male;Yes;47;No;Executive;0;High;20
467924;Male;Yes;52;Yes;Artist;0;Low;30
465439;Female;Yes;45;Yes;Artist;40;High;40
462899;Male;No;32;No;Healthcare;;Low;30
466712;Male;Yes;78;Yes;Lawyer;10;Low;10
467433;Male;No;45;;Artist;0;Low;10
462642;Male;Yes;39;No;Executive;;Average;70
460983;Male;Yes;38;No;Doctor;0;High;40
464008;Female;Yes;50;Yes;Artist;10;Average;40
461702;Female;Yes;53;Yes;Engineer;80;High;40
464312;Male;No;43;Yes;Artist;10;Low;10
462818;Male;Yes;59;Yes;Artist;10;Average;30
466045;Female;No;38;No;Entertainment;80;Low;20
461889;Male;Yes;42;Yes;Artist;20;Average;20
467945;Male;Yes;65;Yes;Artist;0;Average;20
464322;Male;Yes;79;Yes;Lawyer;0;Low;20
465637;Female;No;41;Yes;Artist;10;Low;10
462058;Male;Yes;42;Yes;Entertainment;90;Low;20
459368;Male;Yes;28;No;Executive;;Low;70
462500;Male;Yes;49;Yes;Doctor;10;Average;20
466948;Male;Yes;58;Yes;Artist;10;Low;20
461606;Male;Yes;69;Yes;Lawyer;0;High;30
466184;Female;No;35;Yes;Artist;30;Low;10
466014;Female;Yes;47;No;Engineer;0;High;20
462890;Female;No;25;Yes;Marketing;120;Low;10
464909;Female;Yes;38;Yes;Homemaker;0;Low;20
459554;Female;No;25;No;Engineer;80;Low;30
462429;Male;Yes;76;No;Lawyer;0;Low;10
463605;Female;No;23;No;Healthcare;0;Low;50
459531;Male;No;38;Yes;Marketing;30;Low;
464608;Female;Yes;49;Yes;Artist;0;Average;30
459960;Female;Yes;56;Yes;;10;Low;10
459597;Female;Yes;71;Yes;Artist;10;High;20
464497;Female;No;39;No;Engineer;0;Low;30
467150;Female;No;41;Yes;Artist;80;Low;30
464832;Male;Yes;66;No;Lawyer;10;Low;
466829;Female;Yes;27;No;Homemaker;100;Low;10
459508;Female;No;23;No;Healthcare;;Low;30
463506;Female;Yes;35;Yes;Artist;20;Average;20
466475;Female;Yes;33;No;Artist;;Low;20
462546;Female;No;21;No;Executive;80;Low;
467448;Female;Yes;49;No;Engineer;0;Low;10
462852;Male;Yes;42;No;Engineer;90;Low;30
462072;Male;No;39;Yes;Artist;0;Low;10
463211;Male;Yes;68;Yes;Lawyer;80;Low;10
464059;Male;Yes;57;Yes;Artist;10;Low;10
463746;Male;No;38;Yes;Artist;0;Low;10
465671;Female;Yes;35;No;Engineer;20;Average;50
461729;Female;Yes;41;Yes;Marketing;0;Low;30
464849;Male;Yes;40;Yes;Artist;0;Average;40
461100;Female;No;32;Yes;Healthcare;;Low;30
466434;Male;Yes;53;Yes;Artist;0;Average;40
467305;Female;Yes;38;Yes;Homemaker;80;Average;30
466270;Female;Yes;68;No;Marketing;0;Low;20
463479;Male;No;30;No;Executive;10;Low;20
467471;Male;Yes;52;No;Entertainment;40;Average;50
459159;Male;Yes;80;Yes;Lawyer;10;Low;10
465980;Female;No;31;Yes;Healthcare;10;Low;70
467713;Female;Yes;38;No;Executive;;Average;40
467528;Male;Yes;87;No;Executive;0;High;20
461278;Male;No;23;No;Healthcare;10;Low;40
466964;Male;No;45;Yes;Artist;50;Low;10
460607;Male;Yes;36;Yes;Artist;90;Average;40
462825;Male;Yes;41;No;Executive;10;High;20
459899;Female;Yes;48;Yes;Artist;0;Low;40
460936;Male;Yes;70;Yes;Executive;10;High;50
458991;Female;Yes;84;Yes;Lawyer;30;High;20
460028;Male;Yes;39;Yes;Healthcare;110;Average;20
464281;Female;No;39;Yes;Artist;0;Low;10
463443;Male;Yes;50;Yes;Artist;10;Average;40
460949;Male;Yes;40;Yes;Doctor;10;Low;50
466602;Male;Yes;39;Yes;Artist;;Average;20
459044;Male;Yes;38;Yes;Artist;40;Average;30
460786;Male;Yes;71;No;Lawyer;10;High;20
465968;Female;No;35;Yes;Artist;100;Low;10
460039;Male;Yes;27;Yes;Healthcare;50;Low;50
462892;Male;Yes;33;No;Healthcare;80;Average;30
462652;Male;Yes;37;No;Artist;;Average;30
465050;Male;Yes;74;Yes;Lawyer;10;High;20
461793;Male;No;20;No;Marketing;0;Low;20
460781;Female;Yes;30;No;Entertainment;10;High;40
463649;Male;No;22;No;Doctor;0;Low;40
466969;Female;No;43;Yes;Homemaker;90;Low;10
462030;Male;No;36;Yes;Artist;110;Low;20
463735;Male;No;29;Yes;Healthcare;40;Low;20
464134;Female;No;43;Yes;Entertainment;0;Low;60
460195;Male;No;38;Yes;Entertainment;70;Low;10
464089;Female;Yes;40;Yes;Artist;50;High;50
466643;Female;Yes;68;Yes;Lawyer;90;High;40
461313;Male;Yes;57;Yes;Artist;10;Average;
460418;Female;No;35;Yes;Entertainment;90;Low;20
461303;Female;No;23;No;Doctor;70;Low;40
467049;Male;No;50;Yes;Artist;10;Low;10
459674;Female;No;32;Yes;Doctor;0;Low;50
466910;Male;Yes;59;Yes;Entertainment;90;Low;10
466459;Female;No;30;Yes;Healthcare;30;Low;50
463085;Female;No;35;Yes;Artist;0;Low;10
461533;Male;No;48;Yes;Healthcare;10;Low;20
461187;Male;No;29;No;Healthcare;90;Low;40
461432;Female;Yes;40;Yes;Artist;10;Average;20
463978;Male;Yes;38;Yes;Artist;10;Average;30
459383;Male;Yes;36;No;Engineer;0;Low;10
464020;Male;No;20;No;Healthcare;0;Low;40
467394;Male;No;29;No;Healthcare;60;Low;30
464539;Male;Yes;42;No;Executive;30;High;30
461529;Female;Yes;35;Yes;Entertainment;10;Low;10
464943;Female;Yes;37;No;Engineer;10;Average;60
466147;Female;Yes;52;No;Artist;0;Average;40
466263;Male;No;53;Yes;Artist;0;Low;20
461812;Male;Yes;30;No;Artist;90;High;60
466848;Female;Yes;65;Yes;Artist;10;Low;20
467933;Female;No;23;No;Healthcare;10;Low;30
463957;Female;No;32;No;Entertainment;0;Low;30
462175;Female;No;36;Yes;Homemaker;90;Low;10
465818;Male;No;27;No;Entertainment;10;Low;30
467190;Male;Yes;36;Yes;Executive;0;Low;20
467848;Male;No;37;Yes;Artist;120;Low;10
462249;Male;No;29;No;Entertainment;0;Low;30
459311;Male;No;29;Yes;Executive;0;Low;50
462610;Male;No;27;Yes;Doctor;10;Low;60
467309;Female;No;35;Yes;Engineer;20;Low;10
467365;Male;No;40;Yes;Artist;10;Low;10
461913;Male;No;37;Yes;Entertainment;60;Low;40
462617;Male;No;19;No;Healthcare;0;Low;50
465485;Male;No;29;Yes;Healthcare;0;Low;40
461316;Female;Yes;53;Yes;Artist;0;Average;20
460501;Male;No;25;Yes;Healthcare;0;Low;
460556;Female;Yes;38;Yes;;10;Low;10
463036;Male;Yes;48;Yes;Artist;;Low;60
461079;Female;No;26;No;Engineer;40;Low;10
465120;Female;No;30;Yes;Healthcare;0;Low;40
464671;Male;No;30;No;Entertainment;10;Low;20
465367;Male;Yes;69;No;Executive;10;High;30
467088;Male;Yes;57;Yes;Artist;0;Low;10
463887;Female;Yes;56;Yes;Artist;40;Average;20
460250;Male;No;27;Yes;Healthcare;80;Low;40
465316;Male;No;21;No;Healthcare;0;Low;60
464713;Female;Yes;71;Yes;Artist;0;High;40
465764;Female;No;39;Yes;Entertainment;80;Low;40
467080;Female;Yes;87;Yes;Lawyer;10;High;20
460683;Male;Yes;59;No;Entertainment;60;Average;30
460042;Male;No;32;Yes;Marketing;80;Low;10
463025;Male;Yes;40;No;Executive;70;Low;40
459731;Female;Yes;58;Yes;Artist;0;High;30
460955;Male;No;19;No;Healthcare;;Low;50
462179;Female;No;31;Yes;Marketing;0;Low;90
463147;Male;No;31;No;Healthcare;;Low;40
462639;Female;Yes;43;No;Engineer;;Average;20
465722;Male;Yes;47;No;;10;Low;50
464799;Male;No;35;No;Marketing;0;Low;40
461934;Female;Yes;46;Yes;Artist;80;Average;20
459146;Male;Yes;69;Yes;Artist;10;Low;20
461448;Male;Yes;69;Yes;Doctor;0;High;30
466419;Female;Yes;45;Yes;Entertainment;30;Average;50
465443;Male;Yes;38;Yes;Artist;0;Low;40
459105;Male;Yes;39;Yes;Executive;50;High;30
459941;Male;Yes;65;Yes;Artist;40;Low;
463232;Female;No;23;No;Healthcare;20;Low;50
464737;Female;Yes;58;No;Engineer;0;Average;60
467922;Male;Yes;84;Yes;Entertainment;0;High;20
465329;Male;Yes;35;Yes;Artist;50;Average;20
466512;Female;No;22;No;Healthcare;10;Low;20
465408;Male;No;30;No;Executive;;Low;40
466339;Male;No;23;No;Healthcare;0;Low;20
462870;Female;No;41;Yes;Artist;30;Low;30
464335;Male;Yes;50;Yes;Executive;40;High;30
461353;Male;Yes;50;Yes;Executive;0;High;40
463920;Female;No;28;Yes;Homemaker;80;Low;10
463712;Female;Yes;37;Yes;Doctor;10;Average;20
467465;Male;No;19;No;Healthcare;;Low;60
463637;Female;No;30;Yes;Healthcare;;Low;50
466917;Male;Yes;43;No;Executive;30;Low;
464663;Male;Yes;73;No;Executive;10;High;20
460919;Female;No;19;No;Healthcare;0;Low;
465000;Male;Yes;50;Yes;Executive;10;High;30
461226;Male;Yes;51;Yes;;10;Low;20
467500;Female;Yes;32;Yes;Artist;40;High;20
461536;Female;No;39;Yes;Doctor;20;Low;10
464296;Male;No;43;Yes;Doctor;10;Low;40
463142;Female;No;33;Yes;Artist;50;Low;20
461004;Male;Yes;61;Yes;Artist;10;Average;30
462323;Female;Yes;70;Yes;Doctor;0;Average;20
467899;Male;Yes;66;Yes;Artist;10;Average;20
461941;Female;Yes;72;Yes;Artist;0;Low;10
461383;Male;Yes;71;Yes;Artist;0;High;20
466616;Male;No;18;No;Healthcare;80;Low;90
464658;Male;Yes;33;No;Artist;10;Average;20
460699;Male;No;28;Yes;Artist;90;Low;10
460180;Female;Yes;27;Yes;Marketing;110;Average;20
462683;Female;Yes;38;No;Engineer;10;Low;50
464988;Male;Yes;63;Yes;Artist;0;Average;70
466593;Male;Yes;70;Yes;Lawyer;0;High;30
464542;Female;No;26;Yes;Healthcare;100;Low;10
465678;Male;Yes;36;No;Entertainment;10;Low;20
467862;Female;Yes;47;Yes;Artist;0;Low;30
459394;Male;No;28;No;Entertainment;90;Low;20
460091;Female;No;26;Yes;Entertainment;10;Low;50
461023;Male;Yes;65;No;Lawyer;;High;20
461260;Male;No;20;No;Marketing;10;Low;30
463632;Male;Yes;30;Yes;Artist;0;Average;20
460047;Male;No;41;Yes;Entertainment;80;Low;20
460378;Female;No;40;Yes;Doctor;10;Low;10
464758;Female;Yes;47;No;Engineer;10;Average;40
460931;Male;Yes;40;Yes;Entertainment;20;Average;50
463240;Female;Yes;53;No;Engineer;0;Average;30
461126;Female;No;28;Yes;Homemaker;;Low;20
459698;Male;Yes;60;Yes;Artist;10;Low;20
461598;Female;No;27;Yes;Artist;80;Low;10
465979;Male;Yes;43;Yes;Artist;20;Low;20
463974;Female;No;33;Yes;Homemaker;70;Low;30
466231;Male;Yes;56;Yes;Entertainment;0;Average;20
459833;Male;Yes;70;Yes;Executive;10;High;20
462886;Male;Yes;70;No;Doctor;10;High;20
467628;Male;Yes;73;No;Executive;;High;30
467488;Female;Yes;38;Yes;Entertainment;;Average;20
465998;Female;No;40;Yes;Engineer;60;Low;30
459338;Male;Yes;88;No;Executive;;Low;
466942;Female;No;29;Yes;Healthcare;10;Low;40
467195;Male;Yes;27;Yes;Executive;;High;20
466310;Female;Yes;40;Yes;Engineer;0;Average;20
467617;Male;Yes;82;Yes;Lawyer;10;Low;10
459975;Female;No;38;Yes;Artist;70;Low;10
464386;Male;Yes;39;Yes;Doctor;0;Average;30
462005;Male;Yes;39;Yes;Artist;0;Average;20
465859;Male;No;47;Yes;Artist;0;Low;10
464394;Male;Yes;75;Yes;Lawyer;0;High;20
466120;Female;Yes;37;No;Marketing;0;Low;40
460964;Male;Yes;84;No;Lawyer;10;High;20
461975;Female;No;42;Yes;Entertainment;60;Low;20
462172;Male;Yes;39;Yes;Doctor;0;Average;20
464563;Male;Yes;42;Yes;Artist;0;Average;20
464945;Female;Yes;40;Yes;Artist;10;Average;20
463688;Female;No;52;Yes;Doctor;10;Low;10
461750;Male;No;52;No;Artist;50;Low;10
464400;Male;No;31;Yes;Entertainment;0;Low;40
463052;Male;Yes;37;Yes;Marketing;10;Low;20
461372;Male;No;27;Yes;Artist;30;Low;10
463367;Female;No;35;Yes;Engineer;40;Low;40
467926;Male;Yes;79;Yes;Artist;0;High;20
461483;Female;No;28;Yes;Doctor;10;Low;40
467355;Male;No;31;No;Healthcare;0;Low;40
466416;Male;Yes;88;No;Executive;0;High;30
460330;Female;No;51;Yes;Entertainment;40;Low;10
459650;Male;Yes;38;Yes;Entertainment;;Low;20
466789;Female;Yes;53;Yes;Artist;0;Average;20
466679;Female;No;43;Yes;Artist;80;Low;20
459362;Male;Yes;55;No;Executive;0;Low;20
466128;Male;No;35;Yes;Artist;40;Low;20
462474;Female;Yes;25;No;Engineer;10;Average;20
459782;Male;Yes;58;Yes;Artist;60;Average;40
463113;Female;No;32;Yes;Doctor;10;Low;60
466683;Female;Yes;49;No;Artist;10;Average;40
462103;Female;Yes;53;No;Entertainment;90;High;20
459227;Female;Yes;31;No;Engineer;90;Low;40
467761;Male;No;39;Yes;Artist;10;Low;20
459163;Male;No;42;Yes;Entertainment;10;Low;10
462455;Male;No;20;No;Healthcare;10;Low;50
460178;Male;Yes;50;Yes;Entertainment;10;Low;20
462803;Male;No;26;No;Doctor;0;Low;60
460427;Male;Yes;46;Yes;Artist;10;Average;30
466343;Male;No;30;Yes;Doctor;0;Low;20
461583;Female;Yes;60;Yes;Doctor;60;Average;20
466461;Male;Yes;84;No;Lawyer;0;Low;10
462689;Female;No;37;Yes;Homemaker;;Low;10
462740;Male;Yes;63;Yes;Artist;60;Low;10
461355;Female;No;38;Yes;Healthcare;0;Low;20
465009;Male;Yes;51;Yes;Entertainment;0;Average;40
467658;Male;No;20;No;Healthcare;0;Low;40
462837;Female;No;25;No;Healthcare;140;Low;30
463907;Female;No;33;Yes;Doctor;0;Low;50
462728;Female;No;31;No;Engineer;0;Low;10
461175;Male;Yes;57;Yes;Healthcare;10;Low;30
464872;Male;Yes;42;Yes;Artist;10;Low;40
460830;Male;Yes;40;No;Entertainment;20;Average;50
459741;Male;Yes;66;No;Lawyer;0;High;30
461154;Male;No;21;No;Homemaker;0;Low;40
464990;Male;Yes;73;No;Executive;10;High;20
467886;Female;Yes;46;Yes;Artist;0;Low;20
459201;Female;Yes;66;Yes;Artist;0;Average;20
463357;Male;Yes;27;Yes;Doctor;0;Average;20
460539;Female;Yes;35;Yes;Homemaker;;Low;
462380;Female;Yes;53;No;Artist;10;High;40
459884;Male;Yes;80;No;Lawyer;80;Low;10
461651;Female;Yes;63;Yes;Artist;10;Average;30
465336;Female;No;41;Yes;Doctor;90;Low;10
461338;Male;Yes;43;Yes;Artist;10;Average;40
461050;Male;Yes;47;Yes;;10;High;30
460485;Female;No;18;No;Marketing;90;Low;50
467901;Female;No;33;Yes;Entertainment;10;Low;40
463713;Male;No;30;No;Engineer;90;Low;30
464278;Male;Yes;85;Yes;Executive;10;High;20
461192;Female;Yes;46;Yes;Artist;;High;
462285;Male;Yes;48;Yes;Doctor;;Low;20
463044;Male;Yes;80;Yes;Lawyer;;High;20
463086;Male;No;33;Yes;Artist;80;Low;
459595;Female;Yes;36;Yes;Artist;40;High;70
461419;Male;Yes;27;No;Entertainment;30;Average;20
465767;Male;No;28;No;Healthcare;0;Low;50
460598;Female;Yes;35;Yes;Doctor;0;Average;30
460714;Male;No;26;Yes;Entertainment;10;Low;30
466482;Female;Yes;39;Yes;Homemaker;;Average;30
461584;Female;Yes;56;Yes;Artist;10;High;40
462066;Female;No;26;Yes;Artist;130;Low;20
463369;Male;Yes;31;Yes;Entertainment;40;Low;20
466586;Male;No;21;No;Healthcare;0;Low;20
464649;Male;Yes;39;No;Entertainment;10;Average;40
463209;Female;No;51;Yes;Artist;0;Low;10
466298;Male;Yes;45;No;Doctor;0;Low;40
466929;Female;No;33;Yes;Homemaker;110;Low;
466702;Male;Yes;62;;Lawyer;0;Low;10
459238;Female;Yes;80;Yes;Lawyer;;High;20
463904;Male;Yes;77;Yes;Executive;10;Low;10
463996;Female;No;29;No;Healthcare;;Low;50
462208;Female;Yes;33;No;Engineer;70;Average;50
461755;Male;No;29;No;Artist;10;Low;30
466736;Female;No;20;No;Healthcare;10;Low;
466872;Male;Yes;43;Yes;Artist;10;Low;20
467104;Female;No;18;No;Healthcare;10;Low;30
463476;Male;Yes;53;Yes;Artist;30;Average;30
463953;Male;Yes;28;Yes;Entertainment;30;Average;30
462202;Female;No;43;Yes;Entertainment;10;Low;40
467830;Male;No;31;Yes;Entertainment;10;Low;30
463752;Female;No;28;Yes;Healthcare;;Low;20
461770;Male;Yes;65;Yes;Artist;10;Low;20
466525;Male;Yes;33;Yes;Artist;0;Average;20
462349;Male;Yes;49;Yes;Artist;0;Average;60
463964;Male;No;33;No;Healthcare;10;Low;40
459353;Male;Yes;53;Yes;Artist;60;Average;20
459709;Female;Yes;47;Yes;Artist;70;Average;40
461858;Male;No;31;No;Entertainment;10;Low;70
460450;Male;Yes;52;Yes;Executive;10;High;40
466520;Male;;61;;Engineer;20;Average;20
467646;Male;No;31;No;Healthcare;;Low;70
460780;Female;No;30;Yes;Healthcare;10;Low;20
463514;Male;Yes;63;Yes;Entertainment;;Average;20
465105;Male;Yes;69;No;Executive;90;Average;20
460445;Male;No;29;Yes;Engineer;0;Low;40
462961;Female;Yes;56;No;Engineer;10;Average;50
463932;Female;Yes;72;Yes;Artist;10;Average;30
459145;Male;Yes;88;No;Lawyer;;Low;10
465651;Male;No;30;No;Engineer;10;Low;40
463721;Female;No;31;Yes;Healthcare;10;Low;40
467369;Male;No;41;Yes;Artist;20;Low;30
461361;Female;No;31;Yes;Healthcare;90;Low;70
465608;Male;No;20;No;Healthcare;;Low;50
464793;Female;Yes;26;No;Marketing;70;High;30
463736;Male;Yes;48;No;Entertainment;;Average;50
462799;Male;No;26;No;Healthcare;;Low;
459006;Male;No;20;No;Healthcare;10;Low;40
460204;Male;Yes;41;Yes;Artist;40;Low;40
465257;Male;No;20;;Healthcare;40;Low;50
466762;Male;Yes;63;Yes;Homemaker;10;Low;30
464318;Male;Yes;88;Yes;Executive;10;Low;10
459634;Female;No;39;Yes;Engineer;;Low;30
465416;Male;Yes;55;No;Engineer;10;High;40
467275;Male;No;32;Yes;Healthcare;;Low;
462117;Male;No;32;Yes;Entertainment;10;Low;20
460710;Female;Yes;38;Yes;Artist;0;Average;30
460098;Female;Yes;62;Yes;Engineer;10;Low;10
465787;Male;No;18;No;Healthcare;10;Low;50
463365;Male;Yes;67;No;Executive;10;High;20
464042;Female;Yes;42;Yes;Artist;90;Low;20
467627;Female;No;45;Yes;Engineer;0;Low;10
464720;Male;Yes;46;No;Doctor;0;Average;30
461123;Male;No;20;No;Healthcare;20;Low;40
465413;Female;Yes;41;Yes;Engineer;0;High;30
465126;Female;Yes;35;No;Engineer;70;Average;40
465950;Female;Yes;52;Yes;Artist;60;Low;20
466734;Female;Yes;63;Yes;Artist;10;Average;40
466222;Male;Yes;51;No;Executive;50;Low;30
466142;Female;Yes;29;Yes;Entertainment;0;Average;20
467888;Male;No;27;No;Doctor;0;Low;40
461992;Female;No;37;Yes;Doctor;10;Low;10
460522;Female;Yes;29;No;Homemaker;;Average;20
459973;Female;No;50;Yes;Artist;0;Low;20
460695;Male;Yes;74;Yes;Lawyer;10;Low;10
464260;Female;Yes;72;Yes;Artist;30;Average;30
464140;Female;Yes;83;Yes;Lawyer;10;High;20
465606;Male;Yes;37;Yes;Engineer;10;Average;30
459050;Female;No;19;No;Healthcare;0;Low;30
462330;Female;No;30;No;Artist;10;Low;10
459940;Female;No;46;Yes;Engineer;10;Low;20
466352;Female;Yes;65;Yes;Doctor;10;Low;20
463558;Female;Yes;88;Yes;Lawyer;10;Average;20
460049;Male;Yes;43;Yes;Entertainment;0;Average;20
464148;Male;Yes;50;Yes;Executive;90;High;30
465503;Male;No;35;Yes;Artist;80;Low;20
465082;Male;Yes;67;Yes;Lawyer;0;Low;10
459832;Male;Yes;66;Yes;Executive;0;Low;10
464609;Female;No;39;Yes;Artist;30;Low;20
466703;Female;Yes;46;Yes;Homemaker;0;Average;
466864;Female;No;32;No;Homemaker;80;Low;10
461458;Female;No;40;Yes;Artist;60;Low;10
459218;Male;Yes;88;Yes;Lawyer;0;High;30
462860;Male;No;30;Yes;Healthcare;80;Low;50
462033;Male;No;32;Yes;Entertainment;10;Low;10
467695;Male;Yes;43;No;Marketing;10;Low;20
463090;Female;Yes;55;No;Engineer;30;Average;20
459219;Female;Yes;47;Yes;Artist;0;Average;30
460148;Female;Yes;73;No;Engineer;10;Low;
461603;Male;No;39;Yes;Artist;;Low;10
466359;Male;No;22;No;Healthcare;0;Low;40
464655;Male;Yes;39;Yes;;0;Average;50
466088;Female;No;31;No;Healthcare;0;Low;70
461205;Male;No;27;Yes;Healthcare;;Low;30
462822;Male;No;19;No;Healthcare;0;Low;40
459076;Male;Yes;69;No;Doctor;0;Average;20
463410;Male;Yes;37;No;Doctor;;Average;20
463879;Male;Yes;45;Yes;Executive;0;High;20
462827;Female;No;22;No;Doctor;10;Low;30
461500;Female;No;26;Yes;Doctor;0;Low;30
461553;Male;No;39;Yes;Artist;10;Low;30
467912;Male;Yes;61;Yes;Entertainment;10;Low;20
465029;Female;Yes;74;No;Lawyer;10;High;20
460062;Male;No;29;Yes;Artist;40;Low;10
462863;Male;No;29;Yes;Homemaker;50;Low;10
460465;Male;No;36;No;Executive;0;Low;30
460335;Female;No;63;Yes;Doctor;0;Low;20
466067;Male;Yes;69;Yes;Artist;0;Average;50
463962;Female;;35;Yes;Artist;120;Low;20
459807;Male;Yes;81;Yes;Lawyer;10;Low;10
463364;Female;Yes;71;No;Lawyer;10;High;20
463599;Female;No;31;No;Healthcare;100;Low;20
462686;Male;Yes;41;Yes;Entertainment;90;Average;40
462949;Male;Yes;35;No;Homemaker;10;Average;30
460275;Female;No;52;Yes;Artist;60;Low;10
461184;Male;No;19;No;Healthcare;;Low;40
460728;Female;;39;Yes;Artist;0;Low;10
462416;Male;Yes;45;No;Artist;0;Low;20
460846;Female;No;19;No;Marketing;10;Low;40
459542;Male;No;23;No;Healthcare;20;Low;50
459080;Male;Yes;77;No;Lawyer;0;Low;20
463106;Female;Yes;84;Yes;Lawyer;0;Low;10
464728;Male;Yes;47;No;Entertainment;10;High;40
466474;Male;No;29;Yes;Entertainment;60;Low;30
461711;Female;No;35;Yes;Artist;80;Low;30
460347;Male;Yes;40;Yes;Artist;140;Low;20
467689;Male;No;35;No;Healthcare;10;Low;10
460260;Male;No;20;No;Healthcare;0;Low;30
466344;Male;No;43;Yes;Entertainment;0;Low;20
466437;Male;Yes;56;No;Executive;0;Low;10
460423;Female;Yes;53;Yes;Artist;30;Low;10
459590;Male;Yes;22;No;Executive;10;High;30
464668;Male;Yes;32;No;Healthcare;10;High;40
463049;Male;Yes;51;No;Executive;20;High;50
460458;Female;No;41;No;Marketing;10;Low;
462407;Male;Yes;37;No;Doctor;20;Average;40
459450;Male;Yes;55;Yes;Artist;40;Average;40
463255;Male;No;42;Yes;Entertainment;30;Low;20
462574;Male;No;20;No;Healthcare;10;Low;50
465761;Female;No;42;Yes;Artist;120;Low;20
467728;Female;Yes;38;No;Engineer;10;High;50
465841;Female;No;52;Yes;Engineer;30;Low;10
460117;Female;Yes;48;Yes;Marketing;90;Low;10
466619;Male;Yes;37;Yes;Entertainment;50;Average;20
461722;Male;No;27;No;Doctor;10;Low;30
460898;Male;Yes;48;No;Artist;30;Average;40
463627;Female;No;25;Yes;Marketing;50;Low;20
460403;Female;No;56;Yes;Doctor;30;Low;10
459818;Female;Yes;68;No;Lawyer;10;Low;10
463732;Male;No;21;No;Healthcare;0;Low;40
462499;Female;;72;No;Lawyer;80;Average;20
467112;Male;No;43;Yes;Artist;10;Low;20
459902;Male;Yes;52;Yes;Lawyer;80;High;20
463233;Male;Yes;50;No;Executive;0;Average;50
467721;Male;No;41;Yes;Entertainment;0;Low;10
465915;Male;Yes;40;Yes;Entertainment;80;Average;20
464506;Male;No;32;Yes;Healthcare;80;Low;20
460624;Male;Yes;57;Yes;Homemaker;50;High;20
462020;Female;No;25;Yes;Artist;130;Low;20
464320;Male;Yes;74;No;Lawyer;0;High;20
467687;Male;No;38;Yes;Entertainment;;Low;40
461561;Female;Yes;46;Yes;Artist;0;Average;20
465953;Female;No;50;Yes;Artist;10;Low;10
463309;Male;Yes;50;Yes;Artist;0;Average;20
459134;Female;Yes;69;Yes;Lawyer;0;High;20
464195;Male;No;29;Yes;Artist;0;Low;10
467696;Male;Yes;84;Yes;Lawyer;;High;30
459586;Male;Yes;73;No;Executive;10;Low;
466504;Male;Yes;38;No;Executive;90;High;50
466792;Female;Yes;82;No;Lawyer;0;Low;10
459875;Male;Yes;71;No;Lawyer;0;High;
463837;Female;Yes;50;No;Engineer;0;Low;30
465384;Male;Yes;56;Yes;Artist;0;High;20
462050;Male;No;19;No;Healthcare;40;Low;30
465268;Male;Yes;29;No;Executive;120;Low;30
461370;Male;No;26;Yes;Doctor;10;Low;30
464225;Female;No;31;No;Doctor;10;Low;50
466665;Male;Yes;42;Yes;Artist;0;Average;20
462290;Female;No;33;Yes;Doctor;10;Low;10
459326;Male;Yes;35;No;Healthcare;10;Low;50
464926;Female;Yes;46;No;Engineer;0;High;30
460343;Female;No;67;Yes;Artist;0;Low;20
463626;Female;No;35;No;Artist;70;Low;20
464266;Male;No;28;No;Doctor;80;Low;30
464491;Female;No;43;No;Doctor;80;Low;10
467698;Female;Yes;40;No;Artist;30;Average;
463440;Female;Yes;73;Yes;Artist;0;Average;30
463602;Female;No;21;No;Healthcare;80;Low;40
464706;Female;No;32;No;Doctor;10;Low;30
467220;Female;No;36;No;;;Low;
460313;Male;No;32;Yes;Artist;130;Low;30
465497;Male;No;25;No;Homemaker;140;Low;30
465846;Female;No;40;Yes;Artist;50;Low;10
463374;Female;No;19;No;Healthcare;0;Low;30
462704;Male;Yes;48;Yes;Executive;50;High;50
462160;Female;No;36;Yes;Artist;30;Low;30
461365;Male;No;27;No;Healthcare;10;Low;30
464205;Female;Yes;82;No;Entertainment;0;High;20
459294;Male;No;23;No;Healthcare;90;Low;40
460318;Male;No;30;Yes;Entertainment;140;Low;30
467967;Male;No;30;Yes;Entertainment;80;Low;40
461797;Male;No;30;Yes;Healthcare;10;Low;30
462980;Male;No;28;Yes;Entertainment;10;Low;50
462361;Male;Yes;60;Yes;Artist;0;Low;20
461855;Female;Yes;52;Yes;Artist;10;Average;20
461069;Female;No;19;No;Healthcare;;Low;
467522;Female;No;19;No;Healthcare;0;Low;20
463327;Male;Yes;40;No;Executive;10;Low;50
459824;Male;No;38;Yes;Entertainment;80;Low;10
461051;Female;Yes;71;Yes;Entertainment;10;Average;20
461142;Female;No;40;Yes;Engineer;10;Low;30
461521;Male;Yes;68;Yes;Artist;0;High;20
459422;Male;Yes;50;Yes;Entertainment;;Low;40
467792;Male;No;21;No;Healthcare;0;Low;40
467432;Male;No;29;Yes;Healthcare;;Low;30
464016;Female;;29;Yes;Entertainment;0;High;10
464654;Female;Yes;39;No;Engineer;10;Average;40
459111;Male;Yes;41;Yes;Executive;0;Low;40
459408;Male;No;28;No;Doctor;;Low;10
466473;Female;No;22;No;Healthcare;0;Low;30
464365;Male;No;35;Yes;Artist;;Low;10
